Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Population Size by Education (000's)"
"De facto population in a country or region, classified by sex and by five-year age groups. Available by level of educational attainment, in all scenarios, and at all geographical scales. Figures are presented in thousands. <br><br> Data for 1950 to 2015: Based on <a href=""http://esa.un.org/wpp/documentation/WPP%202010%20publications.htm"">UN Population Division, World Population Prospects 2017</a>"
"Medium (SSP2)"
" "
"Area","Year","Age","Sex","Education","Population"
"Brazil",2020,"35--39","Male","Post Secondary",1091.7
"Brazil",2020,"40--44","Male","Post Secondary",891.9
"Brazil",2020,"45--49","Male","Post Secondary",699.2
"Brazil",2020,"50--54","Male","Post Secondary",606.3
"Brazil",2020,"55--59","Male","Post Secondary",571.9
"Brazil",2020,"60--64","Male","Post Secondary",470.3
"Brazil",2020,"15--19","Female","Post Secondary",0
"Brazil",2020,"20--24","Female","Post Secondary",1201.8
"Brazil",2020,"25--29","Female","Post Secondary",1686.8
"Brazil",2020,"30--34","Female","Post Secondary",1644.3
"Brazil",2020,"35--39","Female","Post Secondary",1533.9
"Brazil",2020,"40--44","Female","Post Secondary",1273.2
"Brazil",2020,"45--49","Female","Post Secondary",1029.8
"Brazil",2020,"50--54","Female","Post Secondary",915.2
"Brazil",2020,"55--59","Female","Post Secondary",832.7
"Brazil",2020,"60--64","Female","Post Secondary",644.8
"Brazil",2020,"15--19","Male","Short Post Secondary",0
"Brazil",2020,"20--24","Male","Short Post Secondary",0
"Brazil",2020,"25--29","Male","Short Post Secondary",0
"Brazil",2020,"30--34","Male","Short Post Secondary",0
"Brazil",2020,"35--39","Male","Short Post Secondary",0
"Brazil",2020,"40--44","Male","Short Post Secondary",0
"Brazil",2020,"45--49","Male","Short Post Secondary",0
"Brazil",2020,"50--54","Male","Short Post Secondary",0
"Brazil",2020,"55--59","Male","Short Post Secondary",0
"Brazil",2020,"60--64","Male","Short Post Secondary",0
"Brazil",2020,"15--19","Female","Short Post Secondary",0
"Brazil",2020,"20--24","Female","Short Post Secondary",0
"Brazil",2020,"25--29","Female","Short Post Secondary",0
"Brazil",2020,"30--34","Female","Short Post Secondary",0
"Brazil",2020,"35--39","Female","Short Post Secondary",0
"Brazil",2020,"40--44","Female","Short Post Secondary",0
"Brazil",2020,"45--49","Female","Short Post Secondary",0
"Brazil",2020,"50--54","Female","Short Post Secondary",0
"Brazil",2020,"55--59","Female","Short Post Secondary",0
"Brazil",2020,"60--64","Female","Short Post Secondary",0
"Brazil",2020,"15--19","Male","Bachelor",0
"Brazil",2020,"20--24","Male","Bachelor",816.3
"Brazil",2020,"25--29","Male","Bachelor",1171.5
"Brazil",2020,"30--34","Male","Bachelor",1137.6
"Brazil",2020,"35--39","Male","Bachelor",1042.5
"Brazil",2020,"40--44","Male","Bachelor",836.7
"Brazil",2020,"45--49","Male","Bachelor",644.4
"Brazil",2020,"50--54","Male","Bachelor",556.5
"Brazil",2020,"55--59","Male","Bachelor",523.2
"Brazil",2020,"60--64","Male","Bachelor",430.6
"Brazil",2020,"15--19","Female","Bachelor",0
"Brazil",2020,"20--24","Female","Bachelor",1170.6
"Brazil",2020,"25--29","Female","Bachelor",1604.2
"Brazil",2020,"30--34","Female","Bachelor",1544
"Brazil",2020,"35--39","Female","Bachelor",1440.3
"Brazil",2020,"40--44","Female","Bachelor",1212.2
"Brazil",2020,"45--49","Female","Bachelor",975.9
"Brazil",2020,"50--54","Female","Bachelor",868.5
"Brazil",2020,"55--59","Female","Bachelor",785.3
"Brazil",2020,"60--64","Female","Bachelor",608.4
"Brazil",2020,"15--19","Male","Master and higher",0
"Brazil",2020,"20--24","Male","Master and higher",15.8
"Brazil",2020,"25--29","Male","Master and higher",43.7
"Brazil",2020,"30--34","Male","Master and higher",53.6
"Brazil",2020,"35--39","Male","Master and higher",49.1
"Brazil",2020,"40--44","Male","Master and higher",55.2
"Brazil",2020,"45--49","Male","Master and higher",54.9
"Brazil",2020,"50--54","Male","Master and higher",49.8
"Brazil",2020,"55--59","Male","Master and higher",48.7
"Brazil",2020,"60--64","Male","Master and higher",39.7
"Brazil",2020,"15--19","Female","Master and higher",0
"Brazil",2020,"20--24","Female","Master and higher",31.2
"Brazil",2020,"25--29","Female","Master and higher",82.7
"Brazil",2020,"30--34","Female","Master and higher",100.3
"Brazil",2020,"35--39","Female","Master and higher",93.6
"Brazil",2020,"40--44","Female","Master and higher",61
"Brazil",2020,"45--49","Female","Master and higher",53.9
"Brazil",2020,"50--54","Female","Master and higher",46.7
"Brazil",2020,"55--59","Female","Master and higher",47.4
"Brazil",2020,"60--64","Female","Master and higher",36.4
