"cc","year","iso","age","highLS"
"Guadeloupe",1970,312,"20--64",9.3
"Guadeloupe",1975,312,"20--64",13.6
"Guadeloupe",1980,312,"20--64",19.7
"Guadeloupe",1985,312,"20--64",26.5
"Guadeloupe",1990,312,"20--64",33.7
"Guadeloupe",1995,312,"20--64",39.6
"Guadeloupe",2000,312,"20--64",45.5
"Guadeloupe",2005,312,"20--64",50.5
"Guadeloupe",2010,312,"20--64",55
"Guadeloupe",2015,312,"20--64",59.7
"Guam",2015,316,"20--64",47.3
"Guatemala",1970,320,"20--64",4.60000000000001
"Guatemala",1975,320,"20--64",5.8
"Guatemala",1980,320,"20--64",7
"Guatemala",1985,320,"20--64",8.40000000000001
"Guatemala",1990,320,"20--64",9.90000000000001
"Guatemala",1995,320,"20--64",11.6
"Guatemala",2000,320,"20--64",13.1
"Guatemala",2005,320,"20--64",16.2
"Guatemala",2010,320,"20--64",19.6
"Guatemala",2015,320,"20--64",22.9
"Guinea",1970,324,"20--64",1.59999999999999
"Guinea",1975,324,"20--64",2.89999999999999
"Guinea",1980,324,"20--64",4.29999999999998
"Guinea",1985,324,"20--64",5.2
"Guinea",1990,324,"20--64",5.80000000000001
"Guinea",1995,324,"20--64",6.39999999999999
"Guinea",2000,324,"20--64",7.70000000000002
"Guinea",2005,324,"20--64",10
"Guinea",2010,324,"20--64",12.7
"Guinea",2015,324,"20--64",15.7
"Guinea-Bissau",1970,624,"20--64",0.399999999999991
"Guinea-Bissau",1975,624,"20--64",0.800000000000011
"Guinea-Bissau",1980,624,"20--64",1.7
"Guinea-Bissau",1985,624,"20--64",3
"Guinea-Bissau",1990,624,"20--64",4.50000000000001
"Guinea-Bissau",1995,624,"20--64",6.2
"Guinea-Bissau",2000,624,"20--64",7.90000000000001
"Guinea-Bissau",2005,624,"20--64",9.89999999999999
"Guinea-Bissau",2010,624,"20--64",12.2
"Guinea-Bissau",2015,624,"20--64",13.8
"Guyana",1970,328,"20--64",19
"Guyana",1975,328,"20--64",23.2
"Guyana",1980,328,"20--64",27.4
"Guyana",1985,328,"20--64",31.7
"Guyana",1990,328,"20--64",35.9
"Guyana",1995,328,"20--64",39.3
"Guyana",2000,328,"20--64",42.4
"Guyana",2005,328,"20--64",46.4
"Guyana",2010,328,"20--64",50.2
"Guyana",2015,328,"20--64",54.1
"Haiti",1970,332,"20--64",3.10000000000001
"Haiti",1975,332,"20--64",3.3
"Haiti",1980,332,"20--64",4
"Haiti",1985,332,"20--64",4.90000000000001
"Haiti",1990,332,"20--64",6.30000000000001
"Haiti",1995,332,"20--64",8.5
"Haiti",2000,332,"20--64",11.5
"Haiti",2005,332,"20--64",14.7
"Haiti",2010,332,"20--64",19.3
"Haiti",2015,332,"20--64",23.7
"Honduras",1970,340,"20--64",2.7
"Honduras",1975,340,"20--64",3.60000000000001
"Honduras",1980,340,"20--64",5
"Honduras",1985,340,"20--64",6.49999999999999
"Honduras",1990,340,"20--64",8.30000000000001
"Honduras",1995,340,"20--64",10.2
"Honduras",2000,340,"20--64",11.9
"Honduras",2005,340,"20--64",13.6
"Honduras",2010,340,"20--64",15.5
"Honduras",2015,340,"20--64",17.7
"Hong Kong Special Administrative Region of China",1970,344,"20--64",13.7
"Hong Kong Special Administrative Region of China",1975,344,"20--64",18.6
"Hong Kong Special Administrative Region of China",1980,344,"20--64",25.2
"Hong Kong Special Administrative Region of China",1985,344,"20--64",31.6
"Hong Kong Special Administrative Region of China",1990,344,"20--64",38.3
"Hong Kong Special Administrative Region of China",1995,344,"20--64",44.7
"Hong Kong Special Administrative Region of China",2000,344,"20--64",50.1
"Hong Kong Special Administrative Region of China",2005,344,"20--64",55.8
"Hong Kong Special Administrative Region of China",2010,344,"20--64",61
"Hong Kong Special Administrative Region of China",2015,344,"20--64",67
"Hungary",1970,348,"20--64",28.6
"Hungary",1975,348,"20--64",36.9
"Hungary",1980,348,"20--64",46.1
"Hungary",1985,348,"20--64",52.7
"Hungary",1990,348,"20--64",60.1
"Hungary",1995,348,"20--64",66.7
"Hungary",2000,348,"20--64",72.7
"Hungary",2005,348,"20--64",77.7
"Hungary",2010,348,"20--64",80.5
"Hungary",2015,348,"20--64",83.5
"Iceland",1970,352,"20--64",41
"Iceland",1975,352,"20--64",45.5
"Iceland",1980,352,"20--64",49.9
"Iceland",1985,352,"20--64",54.4
"Iceland",1990,352,"20--64",58.5
"Iceland",1995,352,"20--64",61.5
"Iceland",2000,352,"20--64",64
"Iceland",2005,352,"20--64",65.8
"Iceland",2010,352,"20--64",66.5
"Iceland",2015,352,"20--64",69.7
"India",1970,356,"20--64",7.60000000000001
"India",1975,356,"20--64",9.5
"India",1980,356,"20--64",12.3
"India",1985,356,"20--64",15
"India",1990,356,"20--64",17.7
"India",1995,356,"20--64",20.6
"India",2000,356,"20--64",23.8
"India",2005,356,"20--64",27.6
"India",2010,356,"20--64",32
"India",2015,356,"20--64",35.6
"Indonesia",1970,360,"20--64",4.3
"Indonesia",1975,360,"20--64",5.99999999999999
"Indonesia",1980,360,"20--64",8.59999999999999
"Indonesia",1985,360,"20--64",11.6
"Indonesia",1990,360,"20--64",15.6
"Indonesia",1995,360,"20--64",20.6
"Indonesia",2000,360,"20--64",25.5
"Indonesia",2005,360,"20--64",30.5
"Indonesia",2010,360,"20--64",34.9
"Indonesia",2015,360,"20--64",39.6
"Iran (Islamic Republic of)",1970,364,"20--64",5.3
"Iran (Islamic Republic of)",1975,364,"20--64",8.10000000000001
"Iran (Islamic Republic of)",1980,364,"20--64",12.5
"Iran (Islamic Republic of)",1985,364,"20--64",17
"Iran (Islamic Republic of)",1990,364,"20--64",21.7
"Iran (Islamic Republic of)",1995,364,"20--64",26.3
"Iran (Islamic Republic of)",2000,364,"20--64",31.3
"Iran (Islamic Republic of)",2005,364,"20--64",36.5
"Iran (Islamic Republic of)",2010,364,"20--64",41.3
"Iran (Islamic Republic of)",2015,364,"20--64",47.1
"Iraq",1970,368,"20--64",5.89999999999999
"Iraq",1975,368,"20--64",8.59999999999999
"Iraq",1980,368,"20--64",12.7
"Iraq",1985,368,"20--64",16.4
"Iraq",1990,368,"20--64",19.7
"Iraq",1995,368,"20--64",21.9
"Iraq",2000,368,"20--64",22.6
"Iraq",2005,368,"20--64",23.1
"Iraq",2010,368,"20--64",23.1
"Iraq",2015,368,"20--64",26.4
"Ireland",1970,372,"20--64",23.5
"Ireland",1975,372,"20--64",29.9
"Ireland",1980,372,"20--64",36.7
"Ireland",1985,372,"20--64",43.6
"Ireland",1990,372,"20--64",49.8
"Ireland",1995,372,"20--64",56.4
"Ireland",2000,372,"20--64",62.6
"Ireland",2005,372,"20--64",68.9
"Ireland",2010,372,"20--64",74.3
"Ireland",2015,372,"20--64",78.6
"Israel",1970,376,"20--64",22.8
"Israel",1975,376,"20--64",27
"Israel",1980,376,"20--64",30.8
"Israel",1985,376,"20--64",34
"Israel",1990,376,"20--64",40
"Israel",1995,376,"20--64",46.3
"Israel",2000,376,"20--64",52.7
"Israel",2005,376,"20--64",59
"Israel",2010,376,"20--64",62.1
"Israel",2015,376,"20--64",65.6
"Italy",1970,380,"20--64",13.9
"Italy",1975,380,"20--64",18.8
"Italy",1980,380,"20--64",24.4
"Italy",1985,380,"20--64",30.2
"Italy",1990,380,"20--64",36.2
"Italy",1995,380,"20--64",41.7
"Italy",2000,380,"20--64",47
"Italy",2005,380,"20--64",52.4
"Italy",2010,380,"20--64",57.1
"Italy",2015,380,"20--64",62.1
"Jamaica",1970,388,"20--64",8.40000000000001
"Jamaica",1975,388,"20--64",10.9
"Jamaica",1980,388,"20--64",14.8
"Jamaica",1985,388,"20--64",18.1
"Jamaica",1990,388,"20--64",20.3
"Jamaica",1995,388,"20--64",22.3
"Jamaica",2000,388,"20--64",23.4
"Jamaica",2005,388,"20--64",26.9
"Jamaica",2010,388,"20--64",30.6
"Jamaica",2015,388,"20--64",34.7
"Japan",1970,392,"20--64",52.8
"Japan",1975,392,"20--64",58.5
"Japan",1980,392,"20--64",63.9
"Japan",1985,392,"20--64",69.1
"Japan",1990,392,"20--64",74.5
"Japan",1995,392,"20--64",79.7
"Japan",2000,392,"20--64",84.2
"Japan",2005,392,"20--64",87.9
"Japan",2010,392,"20--64",91
"Japan",2015,392,"20--64",93.6
"Jordan",1970,400,"20--64",17.2
"Jordan",1975,400,"20--64",23.8
"Jordan",1980,400,"20--64",29.4
"Jordan",1985,400,"20--64",36
"Jordan",1990,400,"20--64",41.4
"Jordan",1995,400,"20--64",45.8
"Jordan",2000,400,"20--64",47.8
"Jordan",2005,400,"20--64",49.4
"Jordan",2010,400,"20--64",51.1
"Jordan",2015,400,"20--64",53.2
"Kazakhstan",1970,398,"20--64",47
"Kazakhstan",1975,398,"20--64",54
"Kazakhstan",1980,398,"20--64",61.7
"Kazakhstan",1985,398,"20--64",68.2
"Kazakhstan",1990,398,"20--64",73.9
"Kazakhstan",1995,398,"20--64",79.6
"Kazakhstan",2000,398,"20--64",83.8
"Kazakhstan",2005,398,"20--64",87.8
"Kazakhstan",2010,398,"20--64",89.7
"Kazakhstan",2015,398,"20--64",91.4
"Kenya",1970,404,"20--64",3.5
"Kenya",1975,404,"20--64",5.2
"Kenya",1980,404,"20--64",7.90000000000001
"Kenya",1985,404,"20--64",11.2
"Kenya",1990,404,"20--64",15.1
"Kenya",1995,404,"20--64",19.7
"Kenya",2000,404,"20--64",23.8
"Kenya",2005,404,"20--64",26.3
"Kenya",2010,404,"20--64",27
"Kenya",2015,404,"20--64",32.5
"Kiribati",1970,296,"20--64",6.8
"Kiribati",1975,296,"20--64",8.69999999999999
"Kiribati",1980,296,"20--64",10.9
"Kiribati",1985,296,"20--64",13.8
"Kiribati",1990,296,"20--64",16.8
"Kiribati",1995,296,"20--64",19.7
"Kiribati",2000,296,"20--64",23.7
"Kiribati",2005,296,"20--64",30
"Kiribati",2010,296,"20--64",37.7
"Kiribati",2015,296,"20--64",43.8
"Kuwait",1970,414,"20--64",15.2
"Kuwait",1975,414,"20--64",18.2
"Kuwait",1980,414,"20--64",21.4
"Kuwait",1985,414,"20--64",23.9
"Kuwait",1990,414,"20--64",25.6
"Kuwait",1995,414,"20--64",27.4
"Kuwait",2000,414,"20--64",28.6
"Kuwait",2005,414,"20--64",29.3
"Kuwait",2010,414,"20--64",30.3
"Kuwait",2015,414,"20--64",32.6
"Kyrgyzstan",1970,417,"20--64",37.7
"Kyrgyzstan",1975,417,"20--64",46.9
"Kyrgyzstan",1980,417,"20--64",56.6
"Kyrgyzstan",1985,417,"20--64",64.4
"Kyrgyzstan",1990,417,"20--64",70.8
"Kyrgyzstan",1995,417,"20--64",76.7
"Kyrgyzstan",2000,417,"20--64",80.5
"Kyrgyzstan",2005,417,"20--64",83.3
"Kyrgyzstan",2010,417,"20--64",84.1
"Kyrgyzstan",2015,417,"20--64",86.9
"Lao People's Democratic Republic",1970,418,"20--64",3.59999999999999
"Lao People's Democratic Republic",1975,418,"20--64",4.90000000000001
"Lao People's Democratic Republic",1980,418,"20--64",6.5
"Lao People's Democratic Republic",1985,418,"20--64",8.89999999999999
"Lao People's Democratic Republic",1990,418,"20--64",11.4
"Lao People's Democratic Republic",1995,418,"20--64",13.8
"Lao People's Democratic Republic",2000,418,"20--64",15.5
"Lao People's Democratic Republic",2005,418,"20--64",17.4
"Lao People's Democratic Republic",2010,418,"20--64",21.6
"Lao People's Democratic Republic",2015,418,"20--64",26
"Latvia",1970,428,"20--64",56.6
"Latvia",1975,428,"20--64",61.8
"Latvia",1980,428,"20--64",67.3
"Latvia",1985,428,"20--64",72.4
"Latvia",1990,428,"20--64",77.5
"Latvia",1995,428,"20--64",82
"Latvia",2000,428,"20--64",85.5
"Latvia",2005,428,"20--64",86.6
"Latvia",2010,428,"20--64",85.4
"Latvia",2015,428,"20--64",86.9
"Lebanon",1970,422,"20--64",6.5
"Lebanon",1975,422,"20--64",9.80000000000001
"Lebanon",1980,422,"20--64",13.6
"Lebanon",1985,422,"20--64",17.4
"Lebanon",1990,422,"20--64",21.4
"Lebanon",1995,422,"20--64",26.2
"Lebanon",2000,422,"20--64",30.7
"Lebanon",2005,422,"20--64",34.9
"Lebanon",2010,422,"20--64",40.2
"Lebanon",2015,422,"20--64",46.1
"Lesotho",1970,426,"20--64",2.60000000000001
"Lesotho",1975,426,"20--64",3.40000000000001
"Lesotho",1980,426,"20--64",4.40000000000001
"Lesotho",1985,426,"20--64",5.90000000000001
"Lesotho",1990,426,"20--64",7.60000000000001
"Lesotho",1995,426,"20--64",9.10000000000001
"Lesotho",2000,426,"20--64",10.8
"Lesotho",2005,426,"20--64",13.1
"Lesotho",2010,426,"20--64",16.3
"Lesotho",2015,426,"20--64",19.4
"Liberia",1970,430,"20--64",3.10000000000001
"Liberia",1975,430,"20--64",4.40000000000001
"Liberia",1980,430,"20--64",6.7
"Liberia",1985,430,"20--64",9.39999999999999
"Liberia",1990,430,"20--64",12.2
"Liberia",1995,430,"20--64",14.6
"Liberia",2000,430,"20--64",16.5
"Liberia",2005,430,"20--64",17.4
"Liberia",2010,430,"20--64",17.4
"Liberia",2015,430,"20--64",21
"Libyan Arab Jamahiriya",2015,434,"20--64",39.5
"Lithuania",1970,440,"20--64",41.4
"Lithuania",1975,440,"20--64",50.3
"Lithuania",1980,440,"20--64",58.9
"Lithuania",1985,440,"20--64",66.4
"Lithuania",1990,440,"20--64",74
"Lithuania",1995,440,"20--64",80.5
"Lithuania",2000,440,"20--64",85.6
"Lithuania",2005,440,"20--64",88.5
"Lithuania",2010,440,"20--64",88.5
"Lithuania",2015,440,"20--64",89.8
"Luxembourg",1970,442,"20--64",34.2
"Luxembourg",1975,442,"20--64",40
"Luxembourg",1980,442,"20--64",45.7
"Luxembourg",1985,442,"20--64",50.6
"Luxembourg",1990,442,"20--64",55.2
"Luxembourg",1995,442,"20--64",59.4
"Luxembourg",2000,442,"20--64",63.4
"Luxembourg",2005,442,"20--64",66.8
"Luxembourg",2010,442,"20--64",70.2
"Luxembourg",2015,442,"20--64",73.8
"Macao Special Administrative Region of China",1970,446,"20--64",5
"Macao Special Administrative Region of China",1975,446,"20--64",9.99999999999999
"Macao Special Administrative Region of China",1980,446,"20--64",15.7
"Macao Special Administrative Region of China",1985,446,"20--64",22.6
"Macao Special Administrative Region of China",1990,446,"20--64",28.3
"Macao Special Administrative Region of China",1995,446,"20--64",33.4
"Macao Special Administrative Region of China",2000,446,"20--64",38.4
"Macao Special Administrative Region of China",2005,446,"20--64",45.5
"Macao Special Administrative Region of China",2010,446,"20--64",52
"Macao Special Administrative Region of China",2015,446,"20--64",59.4
"Madagascar",1970,450,"20--64",1.39999999999999
"Madagascar",1975,450,"20--64",2
"Madagascar",1980,450,"20--64",2.69999999999999
"Madagascar",1985,450,"20--64",3.59999999999999
"Madagascar",1990,450,"20--64",4.7
"Madagascar",1995,450,"20--64",5.5
"Madagascar",2000,450,"20--64",5.60000000000001
"Madagascar",2005,450,"20--64",5.7
"Madagascar",2010,450,"20--64",5.90000000000001
"Madagascar",2015,450,"20--64",7
"Malawi",1970,454,"20--64",1.2
"Malawi",1975,454,"20--64",1.79999999999998
"Malawi",1980,454,"20--64",2.3
"Malawi",1985,454,"20--64",3.2
"Malawi",1990,454,"20--64",4.09999999999999
"Malawi",1995,454,"20--64",5.19999999999999
"Malawi",2000,454,"20--64",6.69999999999999
"Malawi",2005,454,"20--64",9
"Malawi",2010,454,"20--64",11.7
"Malawi",2015,454,"20--64",14.6
"Malaysia",1970,458,"20--64",7.8
"Malaysia",1975,458,"20--64",12.3
"Malaysia",1980,458,"20--64",17.9
"Malaysia",1985,458,"20--64",24.6
"Malaysia",1990,458,"20--64",31.3
"Malaysia",1995,458,"20--64",37.6
"Malaysia",2000,458,"20--64",44
"Malaysia",2005,458,"20--64",50.7
"Malaysia",2010,458,"20--64",57
"Malaysia",2015,458,"20--64",63.3
"Maldives",1970,462,"20--64",0.699999999999989
"Maldives",1975,462,"20--64",0.899999999999991
"Maldives",1980,462,"20--64",1.10000000000001
"Maldives",1985,462,"20--64",1.40000000000001
"Maldives",1990,462,"20--64",1.89999999999999
"Maldives",1995,462,"20--64",3
"Maldives",2000,462,"20--64",4.60000000000001
"Maldives",2005,462,"20--64",6.59999999999999
"Maldives",2010,462,"20--64",9.8
"Maldives",2015,462,"20--64",12.6
"Mali",1970,466,"20--64",0.599999999999994
"Mali",1975,466,"20--64",0.800000000000011
"Mali",1980,466,"20--64",1.39999999999999
"Mali",1985,466,"20--64",1.89999999999999
"Mali",1990,466,"20--64",2.39999999999999
"Mali",1995,466,"20--64",2.7
"Mali",2000,466,"20--64",3.09999999999999
"Mali",2005,466,"20--64",4
"Mali",2010,466,"20--64",5.5
"Mali",2015,466,"20--64",6.5
"Malta",1970,470,"20--64",11.9
"Malta",1975,470,"20--64",14.4
"Malta",1980,470,"20--64",17.7
"Malta",1985,470,"20--64",21
"Malta",1990,470,"20--64",24.2
"Malta",1995,470,"20--64",27.9
"Malta",2000,470,"20--64",32.3
"Malta",2005,470,"20--64",36.9
"Malta",2010,470,"20--64",41.6
"Malta",2015,470,"20--64",48.3
"Martinique",1970,474,"20--64",11.7
"Martinique",1975,474,"20--64",15.8
"Martinique",1980,474,"20--64",22.1
"Martinique",1985,474,"20--64",28.8
"Martinique",1990,474,"20--64",35.7
"Martinique",1995,474,"20--64",41.5
"Martinique",2000,474,"20--64",47.7
"Martinique",2005,474,"20--64",52.2
"Martinique",2010,474,"20--64",57.3
"Martinique",2015,474,"20--64",62.4
"Mauritania",2015,478,"20--64",11.7
"Mauritius",1970,480,"20--64",6.19999999999999
"Mauritius",1975,480,"20--64",9.19999999999999
"Mauritius",1980,480,"20--64",13.2
"Mauritius",1985,480,"20--64",17.5
"Mauritius",1990,480,"20--64",21.8
"Mauritius",1995,480,"20--64",25.3
"Mauritius",2000,480,"20--64",28.8
"Mauritius",2005,480,"20--64",32.5
"Mauritius",2010,480,"20--64",36.7
"Mauritius",2015,480,"20--64",40.7
"Mayotte",2015,175,"20--64",57.9
"Mexico",1970,484,"20--64",5.7
"Mexico",1975,484,"20--64",7.90000000000001
"Mexico",1980,484,"20--64",10.9
"Mexico",1985,484,"20--64",14.9
"Mexico",1990,484,"20--64",19.1
"Mexico",1995,484,"20--64",22.9
"Mexico",2000,484,"20--64",25.9
"Mexico",2005,484,"20--64",29.2
"Mexico",2010,484,"20--64",32.1
"Mexico",2015,484,"20--64",35.7
"Micronesia (Federated States of)",1970,583,"20--64",10.1
"Micronesia (Federated States of)",1975,583,"20--64",14.8
"Micronesia (Federated States of)",1980,583,"20--64",23.3
"Micronesia (Federated States of)",1985,583,"20--64",30
"Micronesia (Federated States of)",1990,583,"20--64",35.1
"Micronesia (Federated States of)",1995,583,"20--64",38.1
"Micronesia (Federated States of)",2000,583,"20--64",40.9
"Micronesia (Federated States of)",2005,583,"20--64",43.3
"Micronesia (Federated States of)",2010,583,"20--64",45
"Micronesia (Federated States of)",2015,583,"20--64",50.3
"Mongolia",1970,496,"20--64",28.8
"Mongolia",1975,496,"20--64",37.1
"Mongolia",1980,496,"20--64",45.2
"Mongolia",1985,496,"20--64",53.1
"Mongolia",1990,496,"20--64",59.5
"Mongolia",1995,496,"20--64",64.3
"Mongolia",2000,496,"20--64",67.2
"Mongolia",2005,496,"20--64",69.2
"Mongolia",2010,496,"20--64",71.7
"Mongolia",2015,496,"20--64",73.9
"Montenegro",1970,499,"20--64",36.3
"Montenegro",1975,499,"20--64",44.1
"Montenegro",1980,499,"20--64",51.5
"Montenegro",1985,499,"20--64",57.9
"Montenegro",1990,499,"20--64",63.5
"Montenegro",1995,499,"20--64",68.8
"Montenegro",2000,499,"20--64",73.1
"Montenegro",2005,499,"20--64",77.2
"Montenegro",2010,499,"20--64",80.1
"Montenegro",2015,499,"20--64",83.2
"Morocco",1970,504,"20--64",0.899999999999991
"Morocco",1975,504,"20--64",1.5
"Morocco",1980,504,"20--64",2.69999999999999
"Morocco",1985,504,"20--64",4.40000000000001
"Morocco",1990,504,"20--64",6.8
"Morocco",1995,504,"20--64",9.10000000000001
"Morocco",2000,504,"20--64",11.1
"Morocco",2005,504,"20--64",13.1
"Morocco",2010,504,"20--64",17.8
"Morocco",2015,504,"20--64",22.6
"Mozambique",1970,508,"20--64",0.399999999999991
"Mozambique",1975,508,"20--64",0.599999999999994
"Mozambique",1980,508,"20--64",1.2
"Mozambique",1985,508,"20--64",1.69999999999999
"Mozambique",1990,508,"20--64",2.19999999999999
"Mozambique",1995,508,"20--64",2.69999999999999
"Mozambique",2000,508,"20--64",3.40000000000001
"Mozambique",2005,508,"20--64",4.40000000000001
"Mozambique",2010,508,"20--64",6
"Mozambique",2015,508,"20--64",7.8
"Myanmar",1970,104,"20--64",2.8
"Myanmar",1975,104,"20--64",3.80000000000001
"Myanmar",1980,104,"20--64",5.2
"Myanmar",1985,104,"20--64",6.7
"Myanmar",1990,104,"20--64",8
"Myanmar",1995,104,"20--64",9.30000000000001
"Myanmar",2000,104,"20--64",10.7
"Myanmar",2005,104,"20--64",12.3
"Myanmar",2010,104,"20--64",14.3
"Myanmar",2015,104,"20--64",17.2
"Namibia",1970,516,"20--64",4.2
"Namibia",1975,516,"20--64",5.20000000000002
"Namibia",1980,516,"20--64",6.7
"Namibia",1985,516,"20--64",8.7
"Namibia",1990,516,"20--64",12.1
"Namibia",1995,516,"20--64",16.1
"Namibia",2000,516,"20--64",20.4
"Namibia",2005,516,"20--64",23.8
"Namibia",2010,516,"20--64",26.7
"Namibia",2015,516,"20--64",28.8
"Nepal",1970,524,"20--64",2.39999999999999
"Nepal",1975,524,"20--64",3.39999999999999
"Nepal",1980,524,"20--64",5
"Nepal",1985,524,"20--64",7.10000000000001
"Nepal",1990,524,"20--64",9.60000000000001
"Nepal",1995,524,"20--64",13.5
"Nepal",2000,524,"20--64",17.3
"Nepal",2005,524,"20--64",21.8
"Nepal",2010,524,"20--64",26.7
"Nepal",2015,524,"20--64",31.5
"Netherlands",1970,528,"20--64",35.8
"Netherlands",1975,528,"20--64",40.9
"Netherlands",1980,528,"20--64",46.2
"Netherlands",1985,528,"20--64",51.5
"Netherlands",1990,528,"20--64",56.7
"Netherlands",1995,528,"20--64",61.5
"Netherlands",2000,528,"20--64",65.6
"Netherlands",2005,528,"20--64",69.3
"Netherlands",2010,528,"20--64",72.7
"Netherlands",2015,528,"20--64",76.4
"New Caledonia",1970,540,"20--64",18.7
"New Caledonia",1975,540,"20--64",22.9
"New Caledonia",1980,540,"20--64",27.6
"New Caledonia",1985,540,"20--64",32.9
"New Caledonia",1990,540,"20--64",38.9
"New Caledonia",1995,540,"20--64",45.4
"New Caledonia",2000,540,"20--64",50.9
"New Caledonia",2005,540,"20--64",56.6
"New Caledonia",2010,540,"20--64",61.3
"New Caledonia",2015,540,"20--64",66.8
"New Zealand",1970,554,"20--64",38.1
"New Zealand",1975,554,"20--64",45.9
"New Zealand",1980,554,"20--64",52.8
"New Zealand",1985,554,"20--64",59.4
"New Zealand",1990,554,"20--64",65.2
"New Zealand",1995,554,"20--64",70.2
"New Zealand",2000,554,"20--64",73.9
"New Zealand",2005,554,"20--64",77.2
"New Zealand",2010,554,"20--64",80.2
"New Zealand",2015,554,"20--64",82.8
"Nicaragua",1970,558,"20--64",4.40000000000001
"Nicaragua",1975,558,"20--64",5.90000000000001
"Nicaragua",1980,558,"20--64",8.59999999999999
"Nicaragua",1985,558,"20--64",11.9
"Nicaragua",1990,558,"20--64",14.9
"Nicaragua",1995,558,"20--64",17.6
"Nicaragua",2000,558,"20--64",20.1
"Nicaragua",2005,558,"20--64",22.6
"Nicaragua",2010,558,"20--64",25.9
"Nicaragua",2015,558,"20--64",28.6
"Niger",1970,562,"20--64",0.0999999999999943
"Niger",1975,562,"20--64",0.400000000000006
"Niger",1980,562,"20--64",0.599999999999994
"Niger",1985,562,"20--64",0.800000000000011
"Niger",1990,562,"20--64",1.2
"Niger",1995,562,"20--64",1.5
"Niger",2000,562,"20--64",1.69999999999999
"Niger",2005,562,"20--64",1.79999999999998
"Niger",2010,562,"20--64",2
"Niger",2015,562,"20--64",2.7
"Nigeria",1970,566,"20--64",3.10000000000001
"Nigeria",1975,566,"20--64",4.20000000000002
"Nigeria",1980,566,"20--64",5.60000000000001
"Nigeria",1985,566,"20--64",7.60000000000001
"Nigeria",1990,566,"20--64",10.9
"Nigeria",1995,566,"20--64",15.1
"Nigeria",2000,566,"20--64",19.7
"Nigeria",2005,566,"20--64",24.8
"Nigeria",2010,566,"20--64",30.1
"Nigeria",2015,566,"20--64",35.3
"Norway",1970,578,"20--64",49.7
"Norway",1975,578,"20--64",55.2
"Norway",1980,578,"20--64",60.7
"Norway",1985,578,"20--64",65.6
"Norway",1990,578,"20--64",69.7
"Norway",1995,578,"20--64",72.7
"Norway",2000,578,"20--64",75.2
"Norway",2005,578,"20--64",76.9
"Norway",2010,578,"20--64",78.3
"Norway",2015,578,"20--64",78.9
"Occupied Palestinian Territory",1970,275,"20--64",10.5
"Occupied Palestinian Territory",1975,275,"20--64",15
"Occupied Palestinian Territory",1980,275,"20--64",19.4
"Occupied Palestinian Territory",1985,275,"20--64",24.1
"Occupied Palestinian Territory",1990,275,"20--64",28.4
"Occupied Palestinian Territory",1995,275,"20--64",31.9
"Occupied Palestinian Territory",2000,275,"20--64",35.1
"Occupied Palestinian Territory",2005,275,"20--64",38.6
"Occupied Palestinian Territory",2010,275,"20--64",43
"Occupied Palestinian Territory",2015,275,"20--64",47.6
"Oman",1970,512,"20--64",2.09999999999999
"Oman",1975,512,"20--64",4.3
"Oman",1980,512,"20--64",7.7
"Oman",1985,512,"20--64",11.5
"Oman",1990,512,"20--64",15.8
"Oman",1995,512,"20--64",21.1
"Oman",2000,512,"20--64",26.8
"Oman",2005,512,"20--64",32.7
"Oman",2010,512,"20--64",39.3
"Oman",2015,512,"20--64",43.7
"Pakistan",1970,586,"20--64",4.10000000000001
"Pakistan",1975,586,"20--64",5.20000000000002
"Pakistan",1980,586,"20--64",6.40000000000001
"Pakistan",1985,586,"20--64",8.40000000000001
"Pakistan",1990,586,"20--64",10.4
"Pakistan",1995,586,"20--64",12.6
"Pakistan",2000,586,"20--64",15.6
"Pakistan",2005,586,"20--64",18.8
"Pakistan",2010,586,"20--64",22.3
"Pakistan",2015,586,"20--64",25.9
"Panama",1970,591,"20--64",16.4
"Panama",1975,591,"20--64",20.2
"Panama",1980,591,"20--64",25.1
"Panama",1985,591,"20--64",30.5
"Panama",1990,591,"20--64",35.2
"Panama",1995,591,"20--64",39.3
"Panama",2000,591,"20--64",43
"Panama",2005,591,"20--64",46.6
"Panama",2010,591,"20--64",49.7
"Panama",2015,591,"20--64",53.5
"Papua New Guinea",2015,598,"20--64",20.5
"Paraguay",1970,600,"20--64",8.30000000000001
"Paraguay",1975,600,"20--64",10.1
"Paraguay",1980,600,"20--64",12.3
"Paraguay",1985,600,"20--64",14.8
"Paraguay",1990,600,"20--64",17.4
"Paraguay",1995,600,"20--64",20.4
"Paraguay",2000,600,"20--64",23.2
"Paraguay",2005,600,"20--64",27.2
"Paraguay",2010,600,"20--64",31.3
"Paraguay",2015,600,"20--64",35.5
"Peru",1970,604,"20--64",24.9
"Peru",1975,604,"20--64",29.7
"Peru",1980,604,"20--64",34.9
"Peru",1985,604,"20--64",40.1
"Peru",1990,604,"20--64",45.3
"Peru",1995,604,"20--64",50.1
"Peru",2000,604,"20--64",54.4
"Peru",2005,604,"20--64",58.1
"Peru",2010,604,"20--64",62.6
"Peru",2015,604,"20--64",66.8
"Philippines",1970,608,"20--64",20.9
"Philippines",1975,608,"20--64",25.5
"Philippines",1980,608,"20--64",31.1
"Philippines",1985,608,"20--64",36.8
"Philippines",1990,608,"20--64",42.3
