Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,1246.750329,1416.5862,1760.717634,2124.481155,2392.261075,2660.601157,2947.935536,3372.4929,3899.328728,4703.179401,5463.241276,6453.477,7076.422212,7348.212943,7601.848491,7744.274917,8136.16884,8770.751631,8406.592992,9030.975299,9492.038256,9940.191639,10260.58502,10920.84269,10370.67113,10404.43621,10789.95096,11446.63847,12547.61304,13989.71567,15607.08987,16024.34555,14113.07726,13049.25705,12746.20502,13272.44133,12909.74418,13501.58092,14286.09316,15197.61746,15383.41519,16726.98081,
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1807.78571,1874.732106,1851.841851,1964.15047,2128.068355,2277.558398,2340.438685,2576.284509,2720.082609,2986.949507,3299.843207,3489.952294,3943.787639,4763.62839,6473.165153,6994.209927,7476.748748,7765.070544,8241.997276,9281.523356,10194.3187,11833.74321,12766.52225,11518.66852,12431.94585,11437.66446,11364.23946,11624.53959,14254.55757,17798.31424,18211.27459,18821.47739,18569.81275,17634.25635,18046.02024,20319.63063,21861.32551,23468.59683,21318.96417,20533.03506,21679.24784,19490.86111,20082.48327,23447.031,30430.67644,33999.24286,36044.92281,40960.05449,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171,49971.13146,54066.47127,57373.68668,
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2058.769079,2380.978443,2924.048871,3890.722456,4630.757207,5285.620724,5678.386638,6810.627729,8205.468927,9793.765307,10869.54642,9385.249018,9410.347225,9537.407431,8991.065076,9172.096769,13083.0727,16392.76957,17578.61894,17468.94619,21680.98969,22410.91174,24880.16407,24081.52781,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44178.04738,45237.80509,47431.63061,51461.95478,
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.324492,1209.237493,676.1515115,529.8136618,436.216869,397.1981161,409.2107552,505.5637747,561.9070354,573.8932966,655.0974326,703.6838434,763.080638,883.6439965,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.294648,7875.756953,7891.313147,5500.320497,3880.738731,4147.089716,4721.178087,
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.05173464,71.16718821,73.43530556,78.51432941,86.16160646,51.38186465,52.18265045,54.80639258,54.90081144,55.7150155,69.76930397,71.62677071,69.13940168,84.41864155,94.68532164,113.7531254,118.9149015,142.0530207,154.516195,193.1502023,221.2318354,227.12812,231.3438523,240.7822921,213.6165178,242.0582491,245.9154281,225.0716996,209.4150634,209.8944126,208.1467554,209.7778979,190.489014,161.8875529,156.8123012,167.0989158,143.4023001,158.9146699,144.493064,128.9390833,136.4639708,134.3634475,123.117628,113.5673664,128.3366128,151.6814634,167.3764845,172.4958599,198.3529006,212.1368804,234.2356469,249.5779794,252.3589799,256.9760028,274.8579479,305.5497728,282.1931304,292.9976307,271.7520444,
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,2765.891005,3082.927955,3831.631881,4900.962201,5733.798171,6701.377316,7243.047362,8426.946948,10289.76835,11810.61588,12864.00254,10622.80246,9343.861144,8846.234258,8457.268775,8750.818547,12170.04069,15135.85227,16391.09382,16525.06178,20600.37525,21041.66064,23372.61913,22283.93601,24208.55484,28413.82644,27489.55518,24820.93805,25338.44329,25244.27505,23041.53473,22995.15752,24887.56133,30587.66841,35364.37533,36795.97688,38672.70594,44262.896,48106.89292,44583.54481,44141.87814,47348.52502,44673.11588,46744.66254,47700.54036,40991.80814,42012.0999,44219.562,47518.63604,
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,93.02250899,95.57215471,94.46453498,99.85911389,104.339768,110.1327938,112.9408364,111.9516019,116.895066,116.0250943,114.5565965,112.5700891,134.8194079,161.9873737,174.0141491,207.3004397,208.6561538,218.4543658,263.5810576,327.821678,378.0438983,337.9781947,322.7776995,271.1292402,252.869785,244.4109989,303.3488979,344.5030708,346.7360377,311.6783039,393.6862144,385.753616,317.9628553,411.9260305,279.6665043,367.387341,387.4329246,361.1002698,379.442354,403.6237038,374.1923942,378.736054,418.6985763,519.2922847,583.4093514,601.799977,625.8300158,706.0533749,820.1508783,793.4522526,758.4350829,827.0226108,837.8949968,915.5758164,944.931653,784.2784072,789.0849152,829.4788028,901.5438712,
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,68.42474857,71.55818009,76.5206114,78.37207194,80.47276675,81.7251155,82.54563689,84.36316494,84.73304935,86.52021111,81.49989868,84.28781501,99.32676402,113.7805843,124.3590305,152.7282201,155.648998,176.7833677,225.9416525,262.0760096,282.6857353,254.2307807,245.0947024,217.9947508,193.8432403,200.8944225,256.7623188,291.1319639,313.0618911,304.8534388,351.9793229,346.4106724,240.963481,244.1270735,193.0702363,235.8321973,249.3602944,229.4931177,255.7182334,265.3401156,226.4759814,235.4912324,260.7635413,332.3443051,371.3230865,406.9988071,420.5825537,475.1100122,569.7613172,552.7455886,575.4464527,666.8401198,673.8215984,699.7794056,703.8200556,575.3144542,582.7954443,642.4298387,715.122904,
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,89.03524128,97.59527391,100.1221158,101.9014145,100.2211135,106.6466482,112.6653588,122.8706306,122.8475935,135.1473813,140.002714,133.551423,94.38167846,119.5597434,182.0199894,277.5706409,141.1971688,131.3732434,176.0339498,200.7696641,227.7519465,247.6496198,220.7188101,204.4176782,213.9966579,245.4539042,233.6580471,253.9744631,270.6996009,285.829214,306.2687038,293.1604155,293.6449985,300.5557532,299.5330397,329.4240846,394.7174751,401.4986908,407.4291862,409.5431969,418.0689683,415.0344266,413.0802546,446.3106592,475.2919198,499.4619402,509.6401429,558.0518603,634.9870565,702.26441,781.1535936,861.7584443,883.1050005,981.8398792,1118.853663,1248.453398,1401.620628,1563.994082,1698.262802,
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.247173,1148.494399,2244.516909,1457.035619,1348.827568,1809.683845,1648.104859,1609.882452,1757.44378,2076.830682,2698.624248,3363.799644,3869.529455,4490.201777,5885.949252,7261.754492,6969.558557,6843.26695,7813.806692,7378.02473,7646.839866,7864.760672,6993.783483,7469.455638,8228.01157,9272.629304,
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8537.929379,9269.269617,9446.158002,9421.285655,9590.730202,8706.766601,7041.601959,7555.100464,7958.747925,8030.904659,8528.983334,9055.679936,9082.758533,9698.189063,10130.50523,10376.9717,10544.70357,10672.16601,10076.22062,10401.54581,13636.39623,12868.26916,13049.80322,14222.0368,15846.54414,17959.25544,19307.60966,20976.54353,23066.5099,19355.90467,20722.13729,22514.25875,23654.37185,24744.35763,24989.38021,22688.96379,22619.11667,23715.48275,24050.75751,
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1550.239392,1651.288985,1752.854481,1867.025012,1994.380832,2144.754403,2322.689948,2556.651018,2804.333876,3215.095179,3178.844552,3297.50588,3322.163876,3696.072544,3416.162489,3156.234118,3328.512407,3617.434716,4131.468448,5533.439976,6340.726812,6624.838617,7168.095774,7698.459242,8877.319798,9893.084177,10344.45249,11156.28209,11387.70908,12163.68136,12356.4239,11919.7879,11686.69581,11406.68981,11814.5632,12238.3862,12708.73096,22036.48411,23514.42031,26130.10182,27097.61081,27486.23677,28866.80101,28327.27087,28395.92466,30278.36692,30713.70528,31472.09897,30627.23863,28552.19048,28443.40766,28006.37972,29485.62093,28768.02989,29445.03053,31405.96356,31588.835,31827.2427,32217.87159,
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0130351,487.4767772,740.0985068,982.8018491,1102.390983,1251.747261,1467.776477,1530.814816,1769.199828,2224.745864,2814.999895,2980.602109,3416.510596,4193.373652,5090.932345,4714.702495,4635.517779,5092.551943,4778.636088,5131.394506,5329.635045,4727.277381,4994.68314,5394.59122,6065.672708,
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.840514,1765.744556,1667.681777,1590.095882,1460.059076,1370.676559,1452.445488,1396.501786,1511.770053,1210.61172,1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5351.355382,6181.399916,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,5022.626643,5761.74712,6289.938553,
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,304.9171073,316.4036061,327.1268675,336.9414661,351.1611263,377.5943052,406.0979671,420.4318882,386.953237,396.6543063,435.6904694,474.4442162,519.5635077,605.9334407,786.069092,885.9845291,717.0401829,858.8280811,980.8225093,1074.271965,1373.093007,1328.828149,1202.682026,1232.837378,1336.98759,1289.367289,1366.04973,1612.451575,1787.951383,2011.968729,2197.185023,2326.821554,2666.8816,2832.975327,2880.125446,2996.382928,3001.83372,2952.948596,2992.444754,3065.979673,3364.423711,3418.216676,3554.230347,3675.880301,3825.78733,3926.013742,4178.925373,4315.834964,4460.634144,4243.433284,4270.799647,4423.490439,4505.62068,4568.542051,4705.610045,4775.915077,4818.404394,4887.55982,4884.742421,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.402119,1961.538169,2020.385965,2020.265248,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,85458.45551,85748.06541,,,,,,
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,102.2378902,109.0610115,116.9251527,123.4293095,136.3124308,149.6400739,162.3260545,179.5833371,199.6297997,211.7971127,226.8069714,239.128125,268.5841301,263.8923601,429.2976474,480.8030783,534.2734949,617.3069473,703.1363482,809.4112894,811.2848631,1030.833416,960.9836129,913.9751588,1019.057762,870.1856484,627.3985293,671.0751255,698.6926399,701.6661474,709.0596725,762.0780331,788.1519898,784.1917393,801.0460297,880.992224,950.8565084,998.5153242,1049.499374,1003.392231,997.5824599,948.8712066,904.2266273,907.5371101,967.406992,1034.31124,1218.874459,1372.628225,1715.208922,1754.211061,1955.461557,2346.33717,2609.880819,2908.200085,3081.878834,3035.972215,3076.658949,3351.124053,3548.59014,
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,210.1098994,205.0407683,260.4256531,292.2521363,261.6666196,261.3543545,315.7972029,347.4930561,374.7867754,403.8842673,445.0231006,504.7495161,586.214405,775.2733003,1004.10491,1153.830958,1390.624975,1567.006182,1744.257129,1908.487627,1947.27643,2132.883317,2226.767261,1570.539747,1578.926417,1648.082104,1941.491109,2087.307605,2300.376844,2908.496158,3100.280468,3975.390089,2596.919876,2791.209124,3500.61149,4748.215529,5166.163745,5282.008828,5087.152221,3478.37273,3749.75325,3156.798718,2829.283192,3070.910491,3637.462389,4790.437088,5886.463588,7348.030794,8831.023117,8597.915352,11286.24302,13245.6125,12370.0242,12300.32258,12112.5903,8814.000987,8712.887044,9880.946543,8920.762105,
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,1274.543163,1633.849562,1760.667205,1988.84725,2209.740519,2667.03714,3408.911477,3738.480896,3894.057172,4123.092895,4481.192104,4676.170335,5117.000958,5614.760004,5949.925859,6554.824664,7754.078594,7663.503291,7421.087468,7754.417002,8121.374224,8505.084959,9031.574423,9505.667594,10672.39175,11137.25495,11496.6024,11437.24771,11592.20993,11937.67338,12766.27047,14104.14623,15199.28066,16770.74794,17092.31459,15886.13929,16056.11684,16459.05801,16249.89778,16452.03696,16488.52576,16561.87352,16936.90604,17431.60292,17949.28151,
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1113.826555,1237.563579,1236.397673,1364.054408,1304.29846,1382.548304,1455.898307,1906.877497,2916.208815,6923.087892,7228.44286,8461.487068,9917.471759,10714.94,14945.20376,25422.17031,21828.77723,20693.72449,18128.98745,17337.10594,15698.94525,10214.11696,11594.66515,11009.30243,11872.63073,13607.5221,13905.06387,15274.44463,14575.72982,14120.85499,15933.34557,16793.28097,16660.36125,12693.79098,14101.34576,18012.55626,16472.14862,16850.15113,18560.60857,21902.08805,26105.27903,30979.87917,32663.56659,37934.37651,27955.71386,35269.55311,47055.84112,47741.90647,44740.08502,41726.78397,31164.56203,27157.82341,28572.14678,31628.32879,
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,333.402876,350.1262577,347.2196982,376.4839881,374.9147047,370.9457553,420.6791123,512.191599,557.082532,528.4584196,564.7796095,467.6971074,469.1989755,441.6848237,509.1240695,566.8576986,584.3791581,663.3288566,667.9136238,725.1247411,718.1878292,764.4366087,845.5102794,962.0969045,1068.421777,1228.441823,1330.965295,1757.182569,1828.149232,1819.213402,2258.183141,2563.257526,2538.945899,2472.714309,2652.214588,2752.664208,2930.562988,3286.574704,3243.231125,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,60.49251407,64.1765151,68.05021904,71.10736826,75.95550255,81.77028637,89.9784517,100.4061749,110.9784564,126.5449273,153.3261344,196.4231201,247.7290897,353.8554019,428.1918429,479.085477,483.1432021,564.1311251,709.189338,947.7528545,1181.603342,1154.18354,1054.038431,1176.812446,1202.976002,1042.242677,1253.560959,1701.675186,2203.657633,2477.975358,2945.83204,2972.726711,3040.960404,2973.380401,2970.122568,3219.912051,3221.67621,3258.980312,3039.970731,3405.812598,3522.308678,3278.00825,3190.615453,4330.9449,5073.53765,5520.12472,5516.03921,5832.733942,5713.534983,5255.768461,6434.815657,7617.325094,7877.79035,7224.965172,7780.638385,6799.875234,7243.852997,7893.210108,8258.641666,
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,74.68734697,80.68758787,80.21260829,81.91816857,88.29022555,91.83037465,94.39823569,95.89670847,109.9461625,105.7076361,104.4127659,109.4532998,123.3109153,143.1156197,146.2276153,193.3549821,225.9135139,248.6854236,292.4698688,327.3413778,362.4006431,306.8321038,320.4306554,273.5019497,257.3536366,340.2015228,432.0124239,453.7455328,469.5293413,449.3990594,513.305285,478.5029439,477.1223243,419.802566,271.5056708,346.1088406,304.6312597,276.4212702,278.3313409,280.908819,251.2068774,250.3570114,260.7455273,293.6618517,320.7374603,331.1629242,354.6713801,404.373965,464.5614221,474.7054087,487.9453833,551.0280576,565.8330584,380.1900917,423.8841246,377.2712538,401.9182384,449.7864235,475.7212505,
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2259.294285,2240.433039,2268.585346,2374.498448,2555.111146,2770.361804,3047.106147,3217.159294,3462.678872,3763.953379,4121.932809,4520.162865,5089.587925,5838.660912,7033.011034,7511.211347,8809.264639,8919.057457,9123.69133,10043.66094,11170.56397,12337.46625,12481.87479,13425.12249,13877.91708,14114.80776,14461.06924,16308.96697,18936.9641,20715.63148,21448.36196,21768.34329,20879.84833,20121.16125,19935.38146,20613.78788,21227.34753,21829.23344,20952.06946,22238.66454,24190.24962,23738.18072,24169.28473,28200.65808,32034.30774,36266.18712,40385.86996,44543.04104,46594.45095,40773.06153,47450.31847,52101.79609,52542.34666,52504.6557,50835.51118,43495.05439,42279.90082,45069.92725,46232.98962,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571.594296,3785.311073,3738.678861,4098.773095,3979.073242,3941.582086,4346.274596,4928.579166,5934.687883,7162.923405,8345.643163,9466.092286,12004.11356,14576.73145,12292.31857,12578.15545,13887.14779,13014.55403,13717.87307,14160.84934,12489.5282,12787.13536,14183.37555,15929.00406,
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360348,1971.316323,2131.391652,2294.182847,2501.29319,2620.475547,2784.733548,2960.722586,3121.889031,3344.783603,3927.286533,4694.717163,5714.340897,7628.396466,8743.992723,10028.98719,10550.30089,11306.42448,15810.62985,17736.55341,18832.19672,17153.40132,17478.65579,17341.99488,16499.14693,16655.33739,23751.44952,29558.89548,31743.65291,30401.89248,38428.3855,38399.21061,39534.542,38100.73673,41843.75688,48662.48651,46676.81356,40417.94079,41497.15784,40581.34936,37868.296,38538.9791,41376.37281,48087.54377,53340.19698,54952.67549,57579.50291,63555.28092,72487.83471,69927.44229,74605.77451,88415.61081,83538.21282,85112.4696,86605.51739,82081.60921,80172.1933,80450.04582,82796.54716,
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40585.38258,42443.43233,43381.65784,41804.37092,44544.43344,48859.48302,56753.3862,58197.44938,63239.65383,74462.64675,,,,,,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,505.3492012,555.1339346,638.9452092,655.252476,678.1278758,670.3946418,772.7260539,753.1276344,756.9124805,870.3191152,932.8615692,1094.681042,1173.218505,1640.02938,1554.388548,719.5993613,961.4244253,1278.327926,1441.942086,1937.266572,2542.764252,2979.609422,2156.512699,1709.441352,1624.632237,1444.280374,1517.862565,1760.305423,2026.838545,2288.554941,2494.525669,2803.56209,3350.213845,3535.1736,4024.216932,5107.276802,5349.804127,5745.373795,5446.580613,4957.777884,5074.901624,4574.594421,4446.250505,4772.56282,6194.853107,7598.525121,9464.550243,10502.35452,10751.47967,10208.90676,12808.03459,14637.24024,15351.55133,15842.94081,14670.99676,13574.17183,13748.08766,15037.35028,15923.35874,
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8835612,157.0903743,160.1400937,178.3418196,165.4055404,185.4228329,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.969827,3468.304463,3832.235952,4550.453596,5618.132491,6316.918863,7050.64592,7651.366044,8033.388043,8078.790474,8759.041578,9770.847088,
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8998998,170.2427692,171.1281858,194.212629,226.2270418,217.60239,233.614639,238.3106974,271.8532878,277.9720144,285.2733698,297.2798585,331.6692963,429.4134483,501.5534975,607.2355699,694.3831437,891.6347292,1074.861862,1189.56979,1266.624192,1004.634133,863.3336296,747.7569179,717.8973662,703.5200826,888.5274599,942.9304787,924.3265787,848.2898393,905.3217159,848.75291,870.4811773,832.2827452,605.2635873,774.6712121,827.7620057,774.7276313,809.0126883,771.968406,651.3059068,664.1276663,716.5302656,869.7125993,921.2012673,930.8298181,949.1318328,1061.154026,1235.613366,1210.295426,1211.930338,1207.001434,1243.344597,1415.469385,1559.386504,1426.457864,1481.652231,1557.182814,1715.531332,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,119.5191788,124.4267299,129.5441392,131.136413,138.6460281,141.012175,144.3800013,154.3314989,169.8124533,181.2807672,177.9209519,184.4623951,208.3754538,249.3641074,311.2194943,369.4472009,401.4130294,426.7946823,543.0211833,694.6862849,781.8627923,859.1231094,798.8503937,780.6122171,799.5476484,809.093493,1021.709294,1146.43538,1128.019028,974.9912797,946.6464131,1024.424135,911.7414218,1204.762973,801.1617038,709.1148297,752.5250994,755.2397068,720.7969746,740.9965643,649.9918454,651.1009075,707.8875674,865.9581375,1009.94312,1011.880073,1062.137433,1194.06985,1371.746708,1314.706015,1285.261726,1403.255638,1354.623087,1465.222327,1540.568182,1326.969277,1363.403851,1421.587492,1533.74214,
