Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Austria,AUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13031.03177,13677.4644,13953.9502,14438.35685,15220.81993,15648.52691,16416.00563,16783.88992,17443.70522,18474.54027,19573.86715,20483.45356,21628.9664,22561.3708,23410.89059,23387.7067,24501.74966,25736.55155,25703.13771,27126.17853,27595.83511,27485.83251,28018.54125,28898.21922,28914.85696,29623.43452,30285.93358,30677.5444,31643.80938,32726.05985,33888.99603,34707.07169,35045.84476,34941.14386,35643.02815,36537.99352,37346.00747,38084.7025,39405.41522,40727.4845,42001.21077,42370.93025,42859.32994,43052.6026,43956.5829,44637.85601,45951.73464,47510.29379,48053.48236,46123.4911,46858.04327,48065.31654,48172.23812,47901.36613,47842.74891,47789.38502,48259.9376,49112.73289,50019.87021,
Azerbaijan,AZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167.062088,3096.449796,2360.6147,1787.943763,1416.442362,1234.99656,1238.481366,1297.733809,1414.022286,1505.390501,1658.805293,1808.957401,1964.986328,2149.232505,2327.651858,2948.206048,3921.027553,4863.98288,5267.371989,5642.526797,5842.805784,5676.450413,5724.920832,5981.538695,6072.58604,6063.730117,5812.584374,5739.594555,5768.992405,
Burundi,BDI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,213.3968808,180.5458763,193.1918807,197.3056473,205.3964006,208.8460767,213.2352824,236.5356809,229.9151026,221.4509164,263.6439568,266.9780626,247.1040037,261.5291709,256.6873304,254.6759476,269.8015116,294.2253386,284.4600856,281.9172604,277.4474586,303.2276537,292.2778114,295.1964783,287.7496978,312.8721134,314.0568755,322.0862632,329.025421,324.7711903,327.9866819,336.5802704,332.7658755,305.9481493,289.1969183,262.3750659,238.4746315,232.3054774,240.8445729,235.3092857,229.2061073,228.6603888,232.4664977,222.8073211,226.2884716,221.0963747,225.6222104,225.8590853,229.1485451,230.1925985,234.2356469,235.9887667,238.8160458,242.8459947,245.3267387,228.4325442,219.9614978,214.1392462,210.8042258,
Belgium,BEL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13020.54235,13623.42694,14276.53873,14786.8327,15666.52198,16077.68118,16473.42727,17015.6626,17659.71298,18777.26971,19807.71836,20559.71616,21563.87078,22867.94345,23836.80736,23300.75817,24573.94421,24697.30017,25375.48553,25946.21258,27069.42631,26994.53771,27162.53261,27249.40174,27921.89555,28374.65437,28881.55905,29522.57888,30818.85482,31772.38986,32671.63368,33147.1274,33518.23129,33066.4057,34028.41283,34767.01661,35157.69237,36403.25077,37038.25317,38262.62573,39588.59801,39886.49436,40385.86895,40634.58549,41903.97642,42641.67746,43442.5679,44710.38502,44556.82058,43306.59913,44141.87814,44309.62537,44361.20847,44355.36945,44855.95787,45503.35199,45957.68211,46680.20752,47166.48436,
Benin,BEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,520.9118639,529.8136983,504.0903736,519.6370975,544.9588831,563.6958201,573.0116837,567.9371437,577.8686893,582.1777682,581.8021469,560.7265982,583.6250476,591.6271357,597.2397817,554.4770449,545.6753952,558.4765216,550.9634759,571.629625,594.1986721,635.7370867,632.1432265,587.8605585,616.6384802,644.2153326,639.3721789,611.6242291,613.8294222,578.1033063,609.9400752,614.6042912,611.146529,624.5623575,615.7205306,631.786967,638.6988105,655.1813553,661.2762653,676.3366434,694.9210232,710.1614899,720.8708421,723.3721983,733.0498574,723.9054821,730.9875917,752.9488653,767.7796606,763.8990481,758.4350829,759.3153097,773.9300062,806.7423796,834.4435964,828.6430585,838.0335784,862.8970417,897.1987833,
Burkina Faso,BFA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,238.8545624,245.1985827,256.7771744,250.117852,252.2618318,257.9150775,255.2815312,273.3002182,276.9742042,277.7740911,273.3315155,272.4104604,273.8369546,270.1828957,287.2645617,290.3731086,309.1538507,304.2422268,311.8341788,316.4377466,311.8915691,317.6075453,339.5632919,332.2601799,318.1024319,336.4115864,353.888019,343.970455,354.4889765,352.6778596,341.3526172,362.47892,353.668786,356.1288634,351.1044587,361.121422,389.9654459,403.2169436,420.7234544,439.2997264,434.7633304,450.4522807,456.7341349,478.3043523,485.3074043,511.9675905,527.9623877,541.268695,563.4471034,562.8419726,575.4464527,595.3929889,615.0959708,631.6102606,639.7080956,645.3698606,663.8474288,685.8839367,712.0360878,
Bangladesh,BGD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,372.0316957,383.7843585,393.6334506,380.9560287,410.5714472,404.7880594,402.3029277,382.2076642,405.5336077,398.9499167,411.1843628,380.9486089,322.3344057,328.0718859,353.7625035,332.8880625,343.948157,344.4355662,359.0906051,366.2411113,359.4562576,375.4274321,373.5513482,378.0919289,386.0614432,388.6442738,394.3350689,398.5881267,397.7619117,398.8521103,411.1646112,415.7147409,428.6610176,439.2300002,446.6548127,459.6133678,470.2746886,481.122454,495.6267541,508.3852227,524.9458697,541.2916609,551.9030477,568.1392256,588.3272589,617.5426664,649.9298851,687.3230856,720.3570039,748.2960605,781.1535936,822.1883388,865.7498911,907.257418,951.314821,1002.388853,1062.040158,1127.271768,1203.216265,
Bulgaria,BGR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,3223.808994,3370.529191,3439.028259,3548.132149,3660.068883,3758.340027,3917.514795,4148.593812,4597.475432,4498.55198,4162.815704,3849.186301,3607.793674,3582.856116,3660.401977,3781.903492,3828.246422,3809.686513,4078.689306,3756.750853,3955.275802,4186.920419,4532.853869,4804.484362,5152.414008,5561.163843,5988.770951,6476.054203,6914.398435,6709.527315,6843.26695,7019.174046,7062.134977,7136.845978,7309.415115,7611.550878,7966.882009,8331.152273,8651.094801,
Bahrain,BHR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,21185.00475,19295.60518,17290.83596,17906.03487,18304.68153,16926.47296,16571.52027,17663.56267,18240.7419,17702.50429,17934.7616,19407.65408,20178.52461,22218.0606,21623.23477,21910.34028,22220.78269,22281.7807,22634.98565,22761.15356,22955.23726,22416.23091,21981.91953,22058.87215,22144.60688,22066.20907,21795.64147,21837.50689,21562.01824,20795.70819,20722.13729,20516.58832,20924.73089,21805.1376,22395.30603,22435.73394,22336.77993,22126.68822,21438.4099,
"Bahamas, The",BHS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17734.56733,18673.83474,19608.7393,20608.99977,21688.33167,22863.64769,23860.62729,25081.9423,26161.00834,27535.28274,25195.99951,24941.40554,23530.94659,24802.55289,20245.22126,16903.50499,17410.11392,18599.81512,20775.81347,25633.18566,26700.94494,23704.42912,24734.32991,25066.21027,28016.07271,28786.21622,28759.28281,29099.69578,29268.90126,30706.55712,29686.89784,27923.97163,26348.84556,25938.53555,26291.97935,27018.34496,27783.25708,28022.67923,29017.29104,30723.97524,31570.52817,31910.50956,32236.44879,31272.83812,30978.58232,31442.27887,31632.45349,31485.49374,30190.75104,28440.07222,28443.40766,28248.84978,28799.92141,27676.89741,27620.09553,27519.84808,27370.20254,27113.67537,27261.21448,
Bosnia and Herzegovina,BIH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.4750988,871.1662887,1674.395171,2267.290594,2622.204171,2867.013022,3018.391611,3147.562546,3310.967058,3440.855799,3648.78677,3967.195052,4182.005415,4429.989879,4680.98616,4562.708523,4635.517779,4734.214922,4774.385281,4972.661219,5117.140156,5356.300064,5595.09967,5773.373097,6032.246199,
Belarus,BLR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180.542094,3140.834442,2833.199872,2611.996059,2309.098658,2075.649995,2140.908855,2395.109362,2608.675174,2708.739335,2879.380065,3030.947526,3204.198985,3453.963665,3875.783065,4269.166022,4724.924546,5154.867164,5700.319381,5724.468852,6181.399916,6525.851369,6642.035132,6707.62153,6817.289219,6545.780527,6372.401795,6536.012102,6744.49867,
Belize,BLZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1057.002735,1077.818736,1099.428328,1121.894296,1144.786078,1166.705284,1186.281857,1207.623317,1258.954396,1287.736239,1317.380702,1340.887178,1450.506976,1502.796459,1680.412806,1715.274878,1690.74982,1776.379627,1889.823444,1998.23407,2221.916287,2195.165649,2135.860765,2032.113192,2013.710548,1977.684929,2010.802448,2165.968761,2315.432784,2553.314585,2783.553864,3044.610775,3355.661324,3506.737155,3441.619799,3375.374233,3316.21019,3311.087053,3305.687426,3464.328551,3783.540517,3852.610809,3936.951479,4191.609328,4274.138256,4271.612591,4351.869006,4286.740407,4312.686455,4233.549926,4270.799647,4260.461751,4284.899461,4224.967251,4286.113,4340.267536,4227.291321,4203.959118,4248.999055,
Bermuda,BMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27838.39304,28436.71658,29006.57984,28640.87802,31041.95,31740.63552,35659.16125,39616.14199,39686.95535,40290.56883,42055.03047,43819.35839,44942.91915,45948.83383,46699.09897,48824.50177,52988.74551,55903.55906,56504.09149,57503.21894,61083.45095,62106.1318,58400.28398,59061.16971,58826.95497,57167.10189,60463.90879,62224.89178,64196.23243,63939.81157,63429.27677,61503.63836,61913.77723,63435.47315,63374.76685,65690.96417,66969.93314,69624.43634,71810.38407,73825.18485,79988.35001,84844.73838,83048.80311,85321.24327,86733.37007,87616.38597,91944.87381,94029.60803,94903.19153,89391.21118,88207.32756,86001.17117,81547.85524,79251.78166,,,,,,
Bolivia,BOL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1005.4085,1006.593651,1042.064019,1091.038074,1111.691049,1142.889598,1199.989746,1249.67795,1328.230875,1358.657155,1399.515231,1439.011843,1520.2682,1572.743685,1583.775201,1662.482459,1701.092586,1746.450133,1743.389496,1708.169205,1649.255629,1619.790819,1524.614155,1433.774844,1402.225162,1350.754114,1288.940231,1293.286087,1303.10781,1324.16335,1356.539937,1398.123063,1391.480168,1420.743276,1456.394605,1493.418468,1527.111341,1570.824978,1617.367106,1592.737415,1601.416658,1597.642011,1606.904677,1620.263664,1657.505128,1700.182791,1750.803048,1799.498546,1878.110313,1909.084588,1955.461557,2024.117324,2094.024217,2201.396848,2286.013198,2361.056581,2425.56159,2490.956314,2559.511317,
Brazil,BRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3417.352442,3660.391499,3740.43328,3664.977598,3685.492892,3692.845789,3741.855636,3821.461063,4147.381727,4435.37903,4704.317561,5108.403386,5587.886256,6219.514016,6623.415508,6805.298288,7296.347484,7453.590172,7514.289263,7835.070313,8349.48782,7796.854344,7660.578573,7230.716108,7442.972411,7862.703519,8316.516809,8445.712012,8276.326867,8389.978723,7983.746776,7963.111809,7791.757425,8020.606574,8311.560888,8540.076878,8591.014709,8744.846346,8641.275309,8554.072776,8803.152529,8804.329488,8954.837245,8943.828483,9346.039343,9535.41883,9805.724506,10293.53034,10710.87222,10594.98659,11286.24302,11627.81065,11745.77593,11993.4862,11951.21238,11431.14446,10962.62678,10990.18484,11026.24121,
Barbados,BRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,11160.21999,10881.01564,11289.90947,11637.46737,12143.26352,13041.89252,13555.9714,13250.98056,12562.67456,12590.66057,13007.77464,13111.32242,13735.30905,14041.37934,14479.82116,14944.54279,14396.02256,13783.40567,12950.27546,13004.10683,13214.56058,13426.87101,13903.59534,14500.84622,14977.33742,14965.50553,15569.79573,15146.54925,15214.16899,15493.92417,15658.12679,16216.27253,17064.20732,17305.07234,17385.2206,16472.29036,16056.11684,15880.3368,15829.85166,15580.34545,15525.07683,15839.63658,16173.8682,16121.22628,16018.04113,
Brunei Darussalam,BRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,45632.24667,43937.46879,50735.57673,54169.98977,55768.53774,66019.87519,59413.39461,46170.99326,46590.01763,45496.4993,44489.95516,42601.63768,40284.28032,39943.67288,39251.68759,37740.77822,37080.90577,37171.47491,37848.12925,36913.64612,37052.26797,37713.68994,37842.928,36409.37199,35390.79018,35680.97887,35931.5965,36171.80507,36841.29421,37212.46691,36761.24982,36329.49828,37399.74001,36987.84159,35844.41601,34800.56353,35269.55311,36121.89198,35967.3284,34729.82663,33471.14645,32869.28662,31685.22545,31752.74081,31436.8682,
Bhutan,BTN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,390.0646248,432.3736027,435.8523415,473.140227,481.5862389,488.0436324,528.8608287,659.1167697,671.3082069,703.7477678,767.6115451,759.0069099,794.1002911,812.7936168,854.1601561,909.9261601,948.4220153,980.8322742,1015.521229,1070.974661,1119.764122,1187.889861,1291.97337,1366.819938,1424.053058,1504.455614,1588.531371,1859.086235,1928.768679,2038.56142,2258.183141,2411.028932,2504.505891,2526.433668,2639.600883,2780.819542,2970.766506,3072.020303,3128.000905,
Botswana,BWA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,407.7823032,425.2414496,443.9843648,459.8198347,480.3080556,497.2323115,517.7106408,536.9961803,580.9549127,653.1116518,744.9229889,910.2520154,1114.443209,1307.140216,1372.792494,1435.239207,1529.018541,1647.324927,1811.173931,1954.642049,2108.995889,2219.727318,2405.816904,2631.227907,2758.305057,2849.467405,2967.594603,3193.814249,3671.443435,4002.761524,4133.458227,4309.257049,4313.86398,4284.792104,4332.029054,4525.76851,4676.43569,4948.405229,4858.706319,5214.446221,5211.073705,5126.354186,5341.920093,5493.144116,5542.305427,5686.780532,6038.79181,6400.717568,6657.832383,6029.198631,6434.815657,6728.201954,6944.807637,7646.414315,7864.253281,7613.69841,7797.144122,7859.436483,8031.013803,
Central African Republic,CAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,599.1161007,618.7407926,585.840755,571.5849873,572.8677264,567.3311909,559.6197648,573.6921808,569.776277,598.2907822,601.3350863,598.4258333,589.6855022,592.2405729,620.1171599,611.8255253,632.5795491,642.8457442,635.7398659,604.683732,562.2179212,537.6246211,561.5273059,500.2605337,532.2103123,539.2329492,546.5741416,509.944625,509.5910937,509.8706223,488.0777352,473.278028,430.7928105,419.9045243,427.9936764,446.3319701,417.3944484,428.606943,438.0279713,443.2718324,422.4517808,431.6390484,437.8260091,405.7579852,421.5357377,417.0950002,428.5388556,439.7474438,440.8666944,471.6330754,487.9453833,504.7460502,528.1297068,335.0622829,334.1145508,346.3559074,359.2495719,370.7471073,378.9952771,
Canada,CAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16449.77659,16633.91325,17539.77258,18137.03918,18980.54853,19817.49929,20755.9918,21016.02636,21712.76018,22500.22408,22844.66222,23061.62927,24051.42513,25383.27356,25852.48963,25850.22473,27012.08834,27615.73147,28349.34458,29111.88607,29358.34812,30005.91039,28706.01037,29163.04856,30595.93089,31753.89382,32114.18617,32984.51433,33995.50374,34164.66035,33708.85461,32598.01582,32504.44927,33004.64756,34112.35839,34670.71268,34865.72428,35998.45914,36699.3328,37847.57848,39340.74816,39462.65326,40371.70591,41534.23739,42759.08132,44473.24069,45860.22456,48536.5325,48497.56016,46542.90487,47450.31847,48466.85091,48788.33303,49400.4583,50309.1599,50279.58584,50263.83433,51150.75462,51391.70842,
Central Europe and the Baltics,CEB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7153.033512,7478.764825,7721.371039,7948.433814,8118.930094,8493.246625,8813.760358,9185.435548,9591.376451,10177.19163,10712.49128,11447.51483,12227.90152,12752.08687,12335.78584,12578.15545,13015.35161,13144.61702,13338.64833,13773.19167,14344.53368,14819.93862,15569.77526,16276.08717,
Switzerland,CHE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,49581.23869,51331.8004,52572.29381,53777.23394,54266.61778,50336.29658,49914.23183,51302.5975,51507.8431,52685.26396,54891.43473,55466.16353,54420.97193,54534.42611,55973.70111,57774.34434,58542.71182,59098.51838,60588.59718,62703.5288,64343.51843,62962.39136,62244.79698,61602.79013,61889.66596,61773.12687,61832.97132,63127.71632,64822.26551,65607.19942,67807.98757,68264.48377,67860.20288,67385.25091,68781.61384,70471.41,72823.86983,75143.65638,75793.61816,73189.17458,74605.77451,75029.77006,74984.18923,75499.75602,76410.87777,76553.31796,77026.30219,77684.06628,79214.35479,
Channel Islands,CHI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3611.917912,3723.173274,3794.010773,3935.050723,3957.236913,3920.290297,4283.017607,4361.996817,4443.876782,4543.792454,4552.255588,4901.245955,4773.977473,4462.266867,4497.172566,3856.035839,3942.566617,4288.219062,4549.162156,4859.505993,5172.035749,5432.150496,4767.199469,4465.629293,4583.38407,4697.516658,4875.127073,5109.170624,5397.026413,5836.713989,5933.207064,6291.684907,6879.779489,7214.692918,7459.177306,8004.315446,8427.821896,8932.072289,9199.197679,9049.471579,9419.98295,9622.153629,9814.656135,10109.66805,10726.64485,11225.07995,11808.83477,12256.42969,12553.79484,12227.21453,12808.03459,13455.83781,14035.67913,14461.17438,14561.32616,14722.36633,14771.25765,14748.51058,15130.15432,
China,CHN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,192.2850582,141.2763632,132.3031881,142.3876738,164.4136165,187.7568793,202.0421811,185.5525134,173.3590197,197.2467491,228.9056399,238.4262288,241.5021798,254.3677086,254.9222446,272.2988677,263.9084629,280.0438307,307.0873637,326.0476257,347.1200879,360.4279678,386.8903417,422.6591909,480.3028638,537.5026526,576.9087566,634.092911,694.0647918,712.1153633,729.1606454,786.1296588,886.9503589,998.4047893,1116.032535,1224.848821,1332.417309,1440.59025,1538.662844,1642.357488,1767.833627,1901.40763,2061.162284,2253.929689,2467.132843,2732.16588,3062.534905,3480.152725,3796.633363,4132.902312,4550.453596,4961.234689,5325.160106,5710.587873,6096.487817,6484.435948,6883.895425,7308.065366,7752.559525,
Cote d'Ivoire,CIV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1224.33088,1298.498436,1265.903433,1394.649347,1578.736943,1473.394361,1585.140287,1599.489219,1735.658085,1829.665642,1938.512628,2031.569962,2023.723879,2046.486258,2037.46128,2105.477674,2270.650854,2328.34805,2468.607121,2417.32899,2059.278015,2039.939821,1957.448044,1802.949187,1683.345852,1690.284533,1679.491342,1612.475764,1572.512382,1561.489738,1489.669071,1437.534814,1383.651741,1333.203809,1298.636769,1345.683225,1403.692644,1411.435421,1437.446421,1420.32213,1355.263698,1324.835115,1274.125205,1230.518754,1219.96707,1215.001772,1207.086799,1201.716658,1204.975215,1216.021571,1211.930338,1131.444612,1222.439376,1298.544868,1377.796563,1462.283986,1539.315802,1616.169362,1692.54455,
Cameroon,CMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,956.3359509,947.863617,956.121613,970.4467322,982.6230629,979.8699927,1001.442062,871.1530667,904.1809529,925.2713743,930.0817722,938.0022799,938.187373,962.4125111,1037.128103,1122.201594,1031.013236,1139.495987,1350.243207,1389.88974,1322.140152,1501.474871,1565.321887,1621.567196,1688.951158,1768.415316,1829.194799,1733.953383,1548.600914,1473.805234,1342.200564,1253.020614,1179.053079,1054.763974,1047.29675,1054.233838,1071.007197,1097.678655,1117.54736,1135.525814,1145.454854,1164.345523,1181.873653,1203.246219,1250.708844,1241.869141,1250.244179,1276.059915,1284.747735,1277.35008,1285.261726,1302.155553,1324.637966,1358.7833,1400.387017,1440.3788,1467.760752,1480.287885,1500.703897,
